ID	Barcode	Title	Authors	Condition	Section	Location	On Hand	Price	Cost	Cash	Credit	First In	Last In	Last Sold	User
"1427239304"	"9922563932"	"Confessions of a Wild Child (Lucky: The Early Years)"	"Collins, Jackie; (Narrator) Sydney Tamiia Potier; (Narrator) Teddy Canez"	"New"	"AUDIOBOOKS"	" "	"2"	"$15.00"	"$0.25"	"$0.00"	"$0.00"	"01-16-2014"	"01-18-2014"	"01-01-0001"	"Unknown"
"148057628X"	"9922599007"	"The Theory of Opposites: A Novel"	"Scotch, Allison Winn; (Narrator) Christina Traister"	"New"	"AUDIOBOOKS"	" "	"1"	"$10.00"	"$0.25"	"$0.00"	"$0.00"	"01-18-2014"	"01-18-2014"	"01-01-0001"	"Unknown"
"1619697017"	"9922598906"	"First Love"	"Patterson, James; Emily Raymond; (Narrator) Lauren Fortgang"	"New"	"AUDIOBOOKS"	" "	"2"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"01-18-2014"	"06-21-2014"	"01-01-0001"	"Unknown"
"1478952369"	"9922598876"	"Home Run: Learn God's Game Plan for Life and Leadership"	"Myers, Kevin; John C. Maxwell; (Narrator) Peter Ganim"	"New"	"AUDIOBOOKS"	" "	"1"	"$12.50"	"$0.25"	"$0.00"	"$0.00"	"01-18-2014"	"03-21-2014"	"07-29-2014"	"Unknown"
"1478977639"	"9922598795"	"That Part Was True"	"McKinlay, Deborah; (Narrator) Katherine Kellgren; (Narrator) L.J. Ganser"	"New"	"AUDIOBOOKS"	" "	"2"	"$13.50"	"$0.25"	"$0.00"	"$0.00"	"01-18-2014"	"01-18-2014"	"01-01-0001"	"Unknown"
"1442363010"	"9922598728"	"The Rosie Project"	"Simsion, Graeme; (Narrator) Dan O'Grady"	"New"	"AUDIOBOOKS"	" "	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"01-18-2014"	"04-18-2014"	"02-06-2014"	"Unknown"
"1482946394"	"9922600404"	"Indian Captive: The Story of Mary Jemison"	"Lenski, Lois; (Narrator) Tavia Gilbert"	"New"	"AUDIOBOOKS"	" "	"1"	"$14.95"	"$0.25"	"$0.00"	"$0.00"	"01-18-2014"	"01-18-2014"	"01-01-0001"	"Unknown"
"1427236275"	"9922617730"	"Cress: The Lunar Chronicles"	"Meyer, Marissa; (Narrator) Rebecca Soler"	"New"	"AUDIOBOOKS"	" "	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"01-21-2014"	"06-07-2014"	"07-18-2014"	"Unknown"
"1478925647"	"9922713667"	"Chelsea Chelsea Bang Bang"	"Handler, Chelsea"	"New"	"AUDIOBOOKS"	" "	"1"	"$12.50"	"$0.00"	"$0.00"	"$0.00"	"01-30-2014"	"07-04-2014"	"07-11-2014"	"Unknown"
"1427236216"	"9922713535"	"The Book of Jonah: A Novel"	"Feldman, Joshua Max; (Narrator) David Pittu"	"New"	"AUDIOBOOKS"	" "	"2"	"$20.00"	"$0.25"	"$0.00"	"$0.00"	"01-30-2014"	"02-06-2014"	"01-01-0001"	"Unknown"
"1427236291"	"9922779889"	"Doing Harm"	"Parsons, Kelly; (Narrator) Robert Petkoff"	"New"	"AUDIOBOOKS"	" "	"2"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"02-05-2014"	"08-02-2014"	"04-01-2014"	"Unknown"
"1478925221"	"9922787083"	"On the Edge: The Art of High-Impact Leadership"	"Levine, Alison; (Foreword) Mike Krzyzewski"	"New"	"AUDIOBOOKS"	" "	"2"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"02-05-2014"	"09-09-2014"	"02-25-2014"	"Unknown"
"1478927569"	"9922787059"	"The Confident Mom: Guiding Your Family with God's Strength and Wisdom"	"Meyer, Joyce; (Narrator) Jodi Carlisle"	"New"	"AUDIOBOOKS"	" "	"1"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"02-05-2014"	"09-09-2014"	"04-25-2014"	"Unknown"
"0062299093"	"9922787032"	"The Copernicus Legacy: The Forbidden Stone"	"Abbott, Tony; (Narrator) MacLeod Andrews"	"New"	"AUDIOBOOKS"	" "	"1"	"$14.00"	"$0.00"	"$0.00"	"$0.00"	"02-05-2014"	"05-12-2014"	"04-24-2014"	"Unknown"
"1427236070"	"9922786982"	"Runner (A Sam Dryden Novel)"	"Lee, Patrick; (Narrator) Raul Esoarza"	"New"	"AUDIOBOOKS"	" "	"2"	"$15.00"	"$0.25"	"$0.00"	"$0.00"	"02-05-2014"	"02-07-2014"	"01-01-0001"	"Unknown"
"0449014878"	"9922793849"	"Alliance: The Paladin Prophecy Book 2"	"Frost, Mark; (Narrator) Nick Chamian"	"New"	"AUDIOBOOKS"	" "	"2"	"$27.00"	"$0.25"	"$0.00"	"$0.00"	"02-06-2014"	"03-13-2014"	"01-01-0001"	"Unknown"
"0307968383"	"9922793806"	"Enders"	"Price, Lissa; (Narrator) Rebecca Lowman"	"New"	"AUDIOBOOKS"	" "	"1"	"$22.00"	"$0.00"	"$0.00"	"$0.00"	"02-06-2014"	"07-01-2014"	"08-05-2014"	"Unknown"
"0804123896"	"9922793792"	"Being Sloane Jacobs"	"Morrill, Lauren; (Narrator) Shelby Lewis; (Narrator) Devon Sorvari"	"New"	"AUDIOBOOKS"	" "	"2"	"$25.00"	"$5.00"	"$5.00"	"$0.00"	"02-06-2014"	"03-01-2014"	"01-01-0001"	"Unknown"
"0804121400"	"9922793733"	"Winter Sky"	"Giff, Patricia Reilly; (Narrator) Arielle Sitrick; (Narrator) Cassandra Campbell"	"New"	"AUDIOBOOKS"	" "	"2"	"$13.50"	"$0.25"	"$0.00"	"$0.00"	"02-06-2014"	"03-01-2014"	"01-01-0001"	"Unknown"
"0804167788"	"9922793695"	"How to Catch a Bogle"	"Jinks, Catherine; (Narrator) Mandy Williams"	"New"	"AUDIOBOOKS"	" "	"2"	"$22.50"	"$0.00"	"$0.00"	"$0.00"	"02-06-2014"	"07-16-2014"	"04-02-2014"	"Unknown"
"0804167427"	"9922793687"	"The Port Chicago 50: Disaster, Mutiny, and the Fight for Civil Rights"	"Sheinkin, Steve; (Narrator) Dominic Hoffman"	"New"	"AUDIOBOOKS"	" "	"2"	"$13.50"	"$0.25"	"$0.00"	"$0.00"	"02-06-2014"	"03-13-2014"	"01-01-0001"	"Unknown"
"1427235457"	"9922793644"	"The Wily O'Reilly: Irish Country Stories (Irish Country Books)"	"Taylor, Patrick; (Narrator) John Keating"	"New"	"AUDIOBOOKS"	" "	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"02-06-2014"	"04-24-2014"	"05-24-2014"	"Unknown"
"1427229317"	"9922793547"	"Dark Bites: A Short Story Collection (Dark-Hunter)"	"Kenyon, Sherrilyn; (Narrator) Fred Berman"	"New"	"AUDIOBOOKS"	" "	"2"	"$25.00"	"$0.00"	"$0.00"	"$0.00"	"02-06-2014"	"04-08-2014"	"01-01-0001"	"Unknown"
"0804167540"	"9922793288"	"A Mad, Wicked Folly"	"Waller, Sharon Biggs; (Narrator) Katharine McEwan"	"New"	"AUDIOBOOKS"	" "	"2"	"$27.50"	"$0.25"	"$0.00"	"$0.00"	"02-06-2014"	"03-13-2014"	"01-01-0001"	"Unknown"
"0804167745"	"992279327X"	"Bird"	"Chan, Crystal; (Narrator) Amandla Sternberg"	"New"	"AUDIOBOOKS"	" "	"2"	"$20.00"	"$0.25"	"$0.00"	"$0.00"	"02-06-2014"	"03-13-2014"	"01-01-0001"	"Unknown"
"0804167265"	"9922793180"	"The Scar Boys"	"Vlahos, Len; (Narrator) Lincoln Hoppe"	"New"	"AUDIOBOOKS"	" "	"2"	"$20.00"	"$0.25"	"$0.00"	"$0.00"	"02-06-2014"	"03-13-2014"	"01-01-0001"	"Unknown"
"1427233098"	"9922810735"	"Halo: Mortal Dictata"	"Traviss, Karen; (Narrator) Euan Morton"	"New"	"AUDIOBOOKS"	" "	"2"	"$25.00"	"$0.00"	"$0.00"	"$0.00"	"02-07-2014"	"04-24-2014"	"04-05-2014"	"Unknown"
"1482948125"	"992281174X"	"The Shotgun Rule: A Novel"	"Huston, Charlie; (Narrator) Charlie Thurston"	"New"	"AUDIOBOOKS"	" "	"1"	"$14.95"	"$2.99"	"$2.99"	"$0.00"	"02-07-2014"	"02-07-2014"	"01-01-0001"	"Unknown"
"1611762405"	"9922919273"	"The Counterfeit Agent (John Wells)"	"Berenson, Alex; (Narrator) George Guidall"	"New"	"AUDIOBOOKS"	" "	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"02-19-2014"	"06-18-2014"	"07-23-2014"	"Unknown"
"161176243X"	"9922944928"	"Bone Deep (Doc Ford)"	"White, Randy Wayne; (Narrator) George Guidall"	"New"	"AUDIOBOOKS"	" "	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"02-22-2014"	"06-07-2014"	"05-06-2014"	"Unknown"
"1478952407"	"9922981270"	"Eyes on Target: Inside Stories from the Brotherhood of the U.S. Navy SEALs"	"McEwen, Scott; Richard Miniter; (Narrator) Holter Graham"	"New"	"AUDIOBOOKS"	" "	"2"	"$15.00"	"$0.25"	"$0.00"	"$0.00"	"02-25-2014"	"03-21-2014"	"01-01-0001"	"Unknown"
"0804165637"	"9923001911"	"Long Man"	"Greene, Amy; (Narrator) Dale Dickey"	"New"	"AUDIOBOOKS"	" "	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"02-27-2014"	"05-01-2014"	"07-11-2014"	"Unknown"
"0804192588"	"9923001873"	"Wake: A Novel"	"Hope, Anna"	"New"	"AUDIOBOOKS"	" "	"2"	"$20.00"	"$0.25"	"$0.00"	"$0.00"	"02-27-2014"	"03-01-2014"	"01-01-0001"	"Unknown"
"0385360711"	"9923001857"	"Handbook for an Unpredictable Life: How I Survived Sister Renata and My Crazy Mother, and Still Came Out Smiling (with Great Hair)"	"Perez, Rosie"	"New"	"AUDIOBOOKS"	" "	"2"	"$22.50"	"$0.00"	"$0.00"	"$0.00"	"02-27-2014"	"07-16-2014"	"06-29-2014"	"Unknown"
"0385360592"	"9923001822"	"The Perfect Score Project: Uncovering the Secrets of the SAT"	"Stier, Debbie"	"New"	"AUDIOBOOKS"	" "	"2"	"$20.00"	"$0.25"	"$0.00"	"$0.00"	"02-27-2014"	"03-13-2014"	"01-01-0001"	"Unknown"
"1427236356"	"9923001695"	"Shotgun Lovesongs"	"Butler, Nickolas; (Narrators) Ari Fliakos, Maggie Hoffman, Scott Shepherd, Scott Sowers, Gary Wilmes"	"New"	"AUDIOBOOKS"	" "	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"02-27-2014"	"05-16-2014"	"07-21-2014"	"Unknown"
"0804165556"	"992301469X"	"Cathedral of the Wild: An African Journey Home"	"Varty, Boyd"	"New"	"AUDIOBOOKS"	" "	"1"	"$20.00"	"$4.00"	"$4.00"	"$0.00"	"02-28-2014"	"02-28-2014"	"06-09-2014"	"Unknown"
"0804163995"	"9923014649"	"The Diet Fix: Why Diets Fail and How to Make Yours Work"	"Freedhoff, Yoni"	"New"	"AUDIOBOOKS"	" "	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"02-28-2014"	"05-01-2014"	"09-09-2014"	"Unknown"
"1427236313"	"9923014568"	"Notorious (Max Revere)"	"Brennan, Allison; (Narrator) Eliza Foss"	"New"	"AUDIOBOOKS"	" "	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"02-28-2014"	"05-16-2014"	"08-30-2014"	"Unknown"
"1622313305"	"9923014541"	"The Summer of Letting Go"	"Polisner, Gae; (Narrator) Tara Sands"	"New"	"AUDIOBOOKS"	" "	"2"	"$14.95"	"$0.00"	"$0.00"	"$0.00"	"02-28-2014"	"04-18-2014"	"01-01-0001"	"Unknown"
"0385392869"	"9923017885"	"Glitter and Glue: A Memoir"	"Corrigan, Kelly"	"New"	"AUDIOBOOKS"	" "	"2"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"02-28-2014"	"04-18-2014"	"04-03-2014"	"Unknown"
"0804165971"	"9923017842"	"The Accident"	"Pavone, Chris; (Narrator) Mozhan Marno"	"New"	"AUDIOBOOKS"	" "	"2"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"02-28-2014"	"06-27-2014"	"03-29-2014"	"Unknown"
"0307576531"	"9923017680"	"Under the Wide and Starry Sky"	"Horan, Nancy; (Narrator) Kristen Potter"	"New"	"AUDIOBOOKS"	" "	"1"	"$25.00"	"$0.00"	"$0.00"	"$0.00"	"02-28-2014"	"06-07-2014"	"06-10-2014"	"Unknown"
"0804128014"	"9923017168"	"Scaling Up Excellence: Getting to More Without Settling for Less"	"Sutton, Robert I.; Huggy Rao, (Narrator) Rob Shapiro"	"New"	"AUDIOBOOKS"	" "	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"02-28-2014"	"07-20-2014"	"06-09-2014"	"Unknown"
"0804164053"	"9923016811"	"Dance of the Reptiles: Rampaging Tourists, Marauding Pythons, Larcenous Legislators, Crazed Celebrities, and Tar-Balled Beaches: Selected Columns"	"Hiaasen, Carl; (Editor) Diane Stevenson, (Narrator) Arte Johnson"	"New"	"AUDIOBOOKS"	" "	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"02-28-2014"	"06-21-2014"	"04-10-2014"	"Unknown"
"0804192014"	"9923023184"	"The Deepest Secret"	"Buckley, Carla; (Narrator) Kirsten Potter"	"New"	"AUDIOBOOKS"	" "	"2"	"$20.00"	"$0.25"	"$0.00"	"$0.00"	"03-01-2014"	"03-03-2014"	"01-01-0001"	"Unknown"
"0756409926"	"9923023109"	"Broken Homes (Rivers of London)"	"Aaronovitch, Ben; (Narrator) Kobna Holdbrook-Smith"	"New"	"AUDIOBOOKS"	" "	"2"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"03-01-2014"	"04-18-2014"	"03-16-2014"	"Unknown"
"0804167109"	"9923026205"	"Lord and Lady Bunny--Almost Royalty! (By Mr. and Mrs. Bunny)"	"Horvath, Polly"	"New"	"AUDIOBOOKS"	" "	"2"	"$17.50"	"$0.00"	"$0.00"	"$0.00"	"03-01-2014"	"04-15-2014"	"01-01-0001"	"Unknown"
"0804192375"	"9923026132"	"The Proving Trail"	"L'Amour, Louis; (Narrator) Michael Crouch"	"New"	"AUDIOBOOKS"	" "	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"03-01-2014"	"04-24-2014"	"04-05-2014"	"Unknown"
"1427236178"	"9923039900"	"Tempting Fate"	"Green, Jane; (Narrator) Jane Green"	"New"	"AUDIOBOOKS"	" "	"2"	"$20.00"	"$0.25"	"$0.00"	"$0.00"	"03-03-2014"	"03-07-2014"	"01-01-0001"	"Unknown"
"0804165157"	"9923048233"	"The Winter People"	"McMahon, Jennifer; (Narrator) Cassandra Campbell; (Narrator) Kathe Mazur"	"New"	"AUDIOBOOKS"	" "	"2"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"03-04-2014"	"06-07-2014"	"01-01-0001"	"Unknown"
"0804191719"	"9923144593"	"Star Wars: Maul: Lockdown"	"Schreiber, Joe; (Narrator) Jonathan Davis"	"New"	"AUDIOBOOKS"	" "	"1"	"$22.50"	"$0.00"	"$0.00"	"$0.00"	"03-13-2014"	"06-21-2014"	"05-31-2014"	"Unknown"
"1427239363"	"9923144542"	"Be Careful What You Wish For (Clifton Chronicles)"	"Archer, Jeffrey; (Narrator) Alex Jennings"	"New"	"AUDIOBOOKS"	" "	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"03-13-2014"	"06-11-2014"	"05-29-2014"	"Unknown"
"1611762472"	"9923144453"	"You Must Remember This: Life and Style in Hollywood's Golden Age"	"Wagner, Robert J.; Scott Eyman; (Narrator) Robert J. Wagner"	"New"	"AUDIOBOOKS"	" "	"1"	"$14.95"	"$0.00"	"$0.00"	"$0.00"	"03-13-2014"	"09-08-2014"	"08-25-2014"	"Unknown"
"1442366648"	"9923144240"	"There's More to Life Than This: Healing Messages, Remarkable Stories, and Insight About The Other Side from the Long Island Medium"	"Caputo, Theresa"	"New"	"AUDIOBOOKS"	" "	"1"	"$15.00"	"$0.25"	"$0.00"	"$0.00"	"03-13-2014"	"04-18-2014"	"04-26-2014"	"Unknown"
"0804167028"	"9923145689"	"The Tyrant's Daughter"	"Carleson, J.C.; (Narrator) Meera Simhan"	"New"	"AUDIOBOOKS"	" "	"1"	"$22.50"	"$0.25"	"$0.00"	"$0.00"	"03-13-2014"	"03-13-2014"	"01-01-0001"	"Unknown"
"0062265253"	"992316926X"	"After I'm Gone"	"Lippman, Laura; (Narrator) Linda Emond"	"New"	"AUDIOBOOKS"	" "	"1"	"$20.00"	"$0.25"	"$0.00"	"$0.00"	"03-15-2014"	"03-15-2014"	"01-01-0001"	"Unknown"
"0385359934"	"9923168832"	"The Lost Sisterhood"	"Fortier, Anne; (Narrator) Cassandra Campbell"	"New"	"AUDIOBOOKS"	" "	"1"	"$25.00"	"$0.00"	"$0.00"	"$0.00"	"03-15-2014"	"04-12-2014"	"04-26-2014"	"Unknown"
"0385366965"	"992316876X"	"The Chase (Fox and O'Hare)"	"Evanovich, Janet; Lee Goldberg; (Narrator) Scott Brick"	"New"	"AUDIOBOOKS"	" "	"1"	"$17.50"	"$0.00"	"$0.00"	"$0.00"	"03-15-2014"	"06-14-2014"	"08-14-2014"	"Unknown"
"0804191573"	"9923168727"	"Not Cool: The Hipster Elite and Their War on You"	"Gutfeld, Greg; (Narrator) Steve Kramer"	"New"	"AUDIOBOOKS"	" "	"1"	"$17.50"	"$0.00"	"$0.00"	"$0.00"	"03-15-2014"	"06-04-2014"	"05-08-2014"	"Unknown"
"0804190593"	"9923168638"	"The Anatomy Lesson"	"Siegal, Nina"	"New"	"AUDIOBOOKS"	" "	"2"	"$17.50"	"$0.00"	"$0.00"	"$0.00"	"03-15-2014"	"08-13-2014"	"03-26-2014"	"Unknown"
"1478927550"	"9923199371"	"Seeds of Hope: Wisdom and Wonder from the World of Plants"	"Goodall, Jane; Gail Hudson; (Foreword) Michael Pollan; (Narrator) Edita Brychta"	"New"	"AUDIOBOOKS"	" "	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"03-19-2014"	"09-12-2014"	"09-12-2014"	"Unknown"
"1478981237"	"9923199320"	"File Under: 13 Suspicious Incidents"	"Snicket, Lemony"	"New"	"AUDIOBOOKS"	" "	"1"	"$9.00"	"$0.00"	"$0.00"	"$0.00"	"03-19-2014"	"04-22-2014"	"06-13-2014"	"Unknown"
"1478900512"	"9923199266"	"Stronger"	"Bauman, Jeff; Bret Witter; (Narrator) Jeff Woodman"	"New"	"AUDIOBOOKS"	" "	"2"	"$15.00"	"$0.25"	"$0.00"	"$0.00"	"03-19-2014"	"03-21-2014"	"01-01-0001"	"Unknown"
"1619693038"	"9923199177"	"The Janson Option (Robert Ludlum's Jason Bourne)"	"Garrison, Paul; (Narrator) Scott Shepherd"	"New"	"AUDIOBOOKS"	" "	"2"	"$15.00"	"$0.25"	"$0.00"	"$0.00"	"03-19-2014"	"03-21-2014"	"01-01-0001"	"Unknown"
"1478978139"	"9923198995"	"You Should Have Known"	"Korelitz, Jean Hanff; (Narrator) Christina Delaine"	"New"	"AUDIOBOOKS"	" "	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"03-19-2014"	"06-25-2014"	"09-04-2014"	"Unknown"
"147895261X"	"9923198979"	"Ultimate Showdown (Middle School: Book 4)"	"Patterson, James; Julia Bergen; (Narrator) Bryan Kennedy; (Narrator) Cassandra Morris"	"New"	"AUDIOBOOKS"	" "	"3"	"$9.00"	"$0.00"	"$0.00"	"$0.00"	"03-19-2014"	"04-22-2014"	"04-07-2014"	"Unknown"
"1611132614"	"9923199495"	"You Can Begin Again: No Matter What, It's Never Too Late"	"Meyer, Joyce; (Narrator) Jodi Carlisle"	"New"	"AUDIOBOOKS"	" "	"1"	"$12.00"	"$0.00"	"$0.00"	"$0.00"	"03-19-2014"	"08-19-2014"	"06-18-2014"	"Unknown"
"1478927100"	"992322743X"	"Frog Music"	"Donoghue, Emma; (Narrator) Khristine Hvam"	"New"	"AUDIOBOOKS"	" "	"3"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"03-21-2014"	"08-19-2014"	"05-18-2014"	"Unknown"
"1478927755"	"9923227251"	"Things a Little Bird Told Me: Confessions of the Creative Mind"	"Stone, Biz; (Narrator) Jonathan Davis"	"New"	"AUDIOBOOKS"	" "	"2"	"$17.50"	"$0.00"	"$0.00"	"$0.00"	"03-21-2014"	"04-18-2014"	"01-01-0001"	"Unknown"
"1611130522"	"9923227227"	"NYPD Red 2"	"Patterson, James; Marshall Karp; (Narrator) Edoardo Ballerini; (Narrator) Jay Snyder"	"New"	"AUDIOBOOKS"	" "	"2"	"$17.50"	"$0.00"	"$0.00"	"$0.00"	"03-21-2014"	"08-19-2014"	"08-20-2014"	"Unknown"
"1427236259"	"9923234207"	"Illusion: Chronicles of Nick"	"Kenyon, Sherrilyn; (Narrator) Holter Graham"	"New"	"AUDIOBOOKS"	" "	"2"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"03-22-2014"	"06-11-2014"	"01-01-0001"	"Unknown"
"1611762901"	"9923238547"	"Autobiography"	"Morrissey; (Narrator) David Morrissey"	"New"	"AUDIOBOOKS"	" "	"1"	"$25.00"	"$0.00"	"$0.00"	"$0.00"	"03-22-2014"	"09-02-2014"	"06-23-2014"	"Unknown"
"0804167222"	"9923255182"	"Don't Even Think About It"	"Mlynowski, Sarah; (Narrator) Erin Spencer"	"New"	"AUDIOBOOKS"	" "	"2"	"$22.50"	"$0.00"	"$0.00"	"$0.00"	"03-25-2014"	"07-16-2014"	"01-01-0001"	"Unknown"
"0804167826"	"9923255131"	"The Winner's Curse (Winner's Trilogy)"	"Rutkoski, Marie; (Narrator) Justine Eyre"	"New"	"AUDIOBOOKS"	" "	"2"	"$25.00"	"$0.00"	"$0.00"	"$0.00"	"03-25-2014"	"07-16-2014"	"01-01-0001"	"Unknown"
"0804167389"	"9923255042"	"Middle-School Cool"	"Williams, Maiya; (Narrator) Paul Boehmer"	"New"	"AUDIOBOOKS"	" "	"2"	"$22.50"	"$0.00"	"$0.00"	"$0.00"	"03-25-2014"	"07-16-2014"	"01-01-0001"	"Unknown"
"0804167184"	"9923255026"	"The Mirk and Midnight Hour"	"Nickerson, Jane; (Narrator) Dorothy Dillingham Blue"	"New"	"AUDIOBOOKS"	" "	"2"	"$30.00"	"$0.00"	"$0.00"	"$0.00"	"03-25-2014"	"08-09-2014"	"01-01-0001"	"Unknown"
"080416830X"	"992325500X"	"ACID: Agengy for Crime Investigation and Defense"	"Pass, Emma; (Narrator) Fiona Hardingham; (Narrator) Nicholas Guy Smith; (Narrator) Suzan Crowley"	"New"	"AUDIOBOOKS"	" "	"2"	"$27.50"	"$0.00"	"$0.00"	"$0.00"	"03-25-2014"	"06-18-2014"	"01-01-0001"	"Unknown"
"0804191301"	"9923254992"	"Stand Strong: You Can Overcome Bullying (and Other Stuff That Keeps You Down)"	"Vujicic, Nick"	"New"	"AUDIOBOOKS"	" "	"2"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"03-25-2014"	"04-08-2014"	"01-01-0001"	"Unknown"
"144236811X"	"9923269310"	"Tilt"	"Hopkins, Ellen; (Narrators) Kirby Heryborne, Madeline Maby, Rebekka Ross, Jacques Roy, Candace Thaxton"	"New"	"AUDIOBOOKS"	" "	"2"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"03-26-2014"	"04-08-2014"	"01-01-0001"	"Unknown"
"1442367237"	"9923269299"	"Moving Target"	"Jance, J. A.; (Narrator) Karen Ziembra"	"New"	"AUDIOBOOKS"	" "	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"03-26-2014"	"04-08-2014"	"08-30-2014"	"Unknown"
"1442368926"	"992326923X"	"Order of Darkness (Fool's Gold, Book 3)"	"Gregory, Philippa; (Narrator) Nicola Barber"	"New"	"AUDIOBOOKS"	" "	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"03-26-2014"	"04-08-2014"	"04-28-2014"	"Unknown"
"1427239525"	"9923269167"	"The Other Story"	"de Rosnay, Tatiana; (Narrator) Simon Vance"	"New"	"AUDIOBOOKS"	" "	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"03-26-2014"	"04-18-2014"	"06-22-2014"	"Unknown"
"0804166331"	"9923280993"	"The Divorce Papers"	"Rieger, Susan"	"New"	"AUDIOBOOKS"	" "	"2"	"$22.50"	"$0.00"	"$0.00"	"$0.00"	"03-27-2014"	"04-01-2014"	"01-01-0001"	"Unknown"
"1427236135"	"9923280942"	"Cavendon Hall"	"Bradford, Barbara Taylor; (Narrator) Anna Bentinck"	"New"	"AUDIOBOOKS"	" "	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"03-27-2014"	"06-21-2014"	"06-13-2014"	"Unknown"
"1427235481"	"9923280845"	"Destroyer Angel (Anna Pigeon)"	"Barr, Nevada; (Narrator) Barbara Rosenblat"	"New"	"AUDIOBOOKS"	" "	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"03-27-2014"	"06-11-2014"	"06-14-2014"	"Unknown"
"0804190852"	"9923280837"	"New Life, No Instructions: A Memoir"	"Caldwell, Gail"	"New"	"AUDIOBOOKS"	" "	"2"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"03-27-2014"	"07-20-2014"	"07-11-2014"	"Unknown"
"030793912X"	"9923280764"	"Blossom Street Brides"	"Macomber, Debbie; (Narrator) Cassandra Campbell"	"New"	"AUDIOBOOKS"	" "	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"03-27-2014"	"06-18-2014"	"06-25-2014"	"Unknown"
"0804166412"	"9923280713"	"The Eternal Nazi: From Mauthausen to Cairo, the Relentless Pursuit of SS Doctor Aribert Heim"	"Kulish, Nicholas; Souad Mekhennet; (Narrator) Paul Boehmer"	"New"	"AUDIOBOOKS"	" "	"1"	"$17.50"	"$0.00"	"$0.00"	"$0.00"	"03-27-2014"	"06-18-2014"	"08-22-2014"	"Unknown"
"0804149151"	"9923280667"	"I Don't Know What You Know Me From* Confessions of a Co-Star"	"Greer, Judy"	"New"	"AUDIOBOOKS"	" "	"1"	"$16.00"	"$0.00"	"$0.00"	"$0.00"	"03-27-2014"	"06-18-2014"	"06-19-2014"	"Unknown"
"0804165599"	"9923280659"	"Astonish Me"	"Shipstead, Maggie; (Narrator) Rebecca Lowman"	"New"	"AUDIOBOOKS"	" "	"1"	"$20.00"	"$0.25"	"$0.00"	"$0.00"	"03-27-2014"	"03-27-2014"	"01-01-0001"	"Unknown"
"0804148589"	"9923280640"	"Under Magnolia: A Southern Memoir"	"Mayes, Frances"	"New"	"AUDIOBOOKS"	" "	"2"	"$17.50"	"$0.00"	"$0.00"	"$0.00"	"03-27-2014"	"06-28-2014"	"05-21-2014"	"Unknown"
"1611762758"	"9923280624"	"Long Mile Home: Boston Under Attack, the City's Courageous Recovery, and the Epic Hunt for Justice"	"Helman, Scott; Jenna Russell; (Narrator) Jim Frangione"	"New"	"AUDIOBOOKS"	" "	"2"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"03-27-2014"	"06-27-2014"	"04-18-2014"	"Unknown"
"0553398512"	"9923280594"	"Seth MacFarlane's A Million Ways to Die in the West"	"MacFarlane, Seth; (Narrator) Jonathan Frakes"	"New"	"AUDIOBOOKS"	" "	"1"	"$16.00"	"$0.00"	"$0.00"	"$0.00"	"03-27-2014"	"06-14-2014"	"06-26-2014"	"Unknown"
