ID	Barcode	Title	Authors	Publisher	Pub Date	Binding	Condition	Section	Location	Item Type Id	On Hand	Price	Cost	Cash	Credit	First In	Last In	Last Sold	Meta Tags	Keywords	User
"0785800352"	"2800785800356"	"The Complete Watercolor Artist"	"Harper, (Editor) Sally"	"CHARTWELL BOOKS INC."	"August 1997"	"Oversized Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$9.00"	"$0.00"	"$0.00"	"$0.00"	"07-08-1998"	"10-06-2014"	"10-23-2014"	""	""	"Unknown"
"0804801037"	"2800804801036"	"Chinese Painting Techniques"	"Cameron, Alison Stillwell"	"CHARLES E TUTTLE COMPANY INC"	"June 1967"	"Oversized Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"2"	"$12.50"	"$0.00"	"$0.00"	"$0.00"	"05-28-1999"	"05-08-2014"	"05-27-2013"	""	""	"Unknown"
"080480625X"	"2800804806253"	"The Way of the Brush: Painting Techniques of China and Japan"	"Van Briessen, Fritz"	"Charles Tuttle Company"	"April 1990"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$25.00"	"$0.00"	"$0.00"	"$0.00"	"05-22-1998"	"11-13-2014"	"03-13-2013"	""	""	"Unknown"
"0806913339"	"2800806913331"	"Step-by-Step Watercolor Painting: A Complete Guide to Mastering Techniques with the Alexander Brothers"	"Alexander Brothers"	"STERLING PUBLISHING COMPANY"	"August 1997"	"PaperBack"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"2"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"12-23-2008"	"07-24-2014"	"04-19-2009"	""	""	"Unknown"
"0823001008"	"2800823001004"	"Acrylic Watercolor Painting: How to Paint Transparent and Opaque Watercolors In the New Acrylic Artis's Colors"	"Blake, Wendon"	"WATSON-GUPTILL PUBLICATIONS"	"January 1950"	"Oversized Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"04-01-2009"	"10-24-2014"	"01-13-2014"	""	""	"Unknown"
"0823001024"	"2800823001028"	"A Passion for Watercolor: Painting the Inner Experience"	"Draughon, Stefan"	"WATSON-GUPTILL PUBLICATIONS"	"May 2000"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"02-22-2002"	"06-21-2014"	"09-15-2013"	""	""	"Unknown"
"0823004996"	"2800823004999"	"Big Book of Painting Nature In Watercolor"	"Petrie, Ferdinand"	"WATSON-GUPTILL PUBLICATIONS"	"June 1990"	"Oversized Paper Back"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$16.25"	"$0.00"	"$0.00"	"$0.00"	"07-30-2007"	"07-24-2014"	"01-09-2014"	""	""	"Unknown"
"0823006328"	"2800823006320"	"Chinese Brush Painting: A Complete Course In Traditional and Modern Techniques"	"Evans, Jane"	"Watson-Guptill Publications"	"August 1987"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$10.00"	"$0.25"	"$0.00"	"$0.00"	"04-06-2004"	"03-19-2014"	"12-24-2013"	""	""	"Unknown"
"0823007340"	"2800823007341"	"Color for the Watercolor Painter"	"Hill, Tom"	"WATSON-GUPTILL PUBLICATIONS"	"September 1982"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$9.00"	"$0.00"	"$0.00"	"$0.00"	"07-12-1998"	"04-25-2014"	"11-11-2013"	""	""	"Unknown"
"0823007383"	"2800823007389"	"Color In Contemporary Painting: Integrating Practice and Theory"	"Le Clair, Charles"	"WATSON-GUPTILL PUBLICATIONS"	"July 1991"	"Oversized Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$12.50"	"$0.00"	"$0.00"	"$0.00"	"03-28-2000"	"10-30-2014"	"11-16-2012"	""	""	"Unknown"
"0823011194"	"2800823011195"	"Creative Watercolor Techniques"	"Szabo, Zoltan"	"WATSON-GUPTILL PUBLICATIONS"	"January 1974"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$12.50"	"$0.00"	"$0.00"	"$0.00"	"02-09-2007"	"04-28-2014"	"03-14-2013"	""	""	"Unknown"
"0823015831"	"2800823015834"	"Dynamic Still Lifes In Watercolor"	"Doherty, M. Stephen"	"WATSON-GUPTILL PUBLICATIONS"	"May 1983"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$12.50"	"$0.25"	"$0.00"	"$0.00"	"05-04-2005"	"11-23-2013"	"12-04-2012"	""	""	"Unknown"
"0823018857"	"2800823018859"	"40 Watercolorists & How They Work"	"Meyer, Susan"	"WATSON-GUPTILL PUBLICATIONS"	"December 1976"	"Oversized Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$12.50"	"$0.25"	"$0.00"	"$0.00"	"07-12-1998"	"01-26-2014"	"02-01-2014"	""	""	"Unknown"
"0823026205"	"2800823026205"	"Landscape Painting In Watercolor"	"Szabo, Zoltan"	"Watson-Guptill Publications"	"January 1971"	"Oversized Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$12.50"	"$0.00"	"$0.00"	"$0.00"	"04-13-1999"	"04-25-2014"	"11-29-2013"	""	""	"Unknown"
"0823027767"	"2800823027769"	"Light In Watercolor: How to Create Light, Space, and Atmosphere In Your Paintings"	"Willis, Lucy,  Sally Bulgin"	"WATSON-GUPTILL PUBLICATIONS"	"September 1997"	"Oversized Paper Back"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$17.50"	"$0.00"	"$0.00"	"$0.00"	"04-16-2004"	"08-22-2014"	"03-15-2013"	""	""	"Unknown"
"082303013X"	"2800823030134"	"Master Class In Watercolor: Advanced Techniques in Watercolor and Acrylic"	"Betts, Edward"	"WATSON-GUPTILL PUBLICATIONS"	"December 1975"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"09-19-2006"	"04-27-2014"	"01-22-2013"	""	""	"Unknown"
"0823033902"	"2800823033906"	"Oriental Watercolor Techniques"	"Wong, Frederick"	"WATSON-GUPTILL PUBLICATIONS"	"January 1977"	"Oversized Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$9.00"	"$0.00"	"$0.00"	"$0.00"	"04-13-1999"	"11-03-2014"	"11-04-2014"	""	""	"Unknown"
"0823037223"	"2800823037225"	"Painting Nature's Hidden Treasures"	"Szabo, Zoltan"	"WATSON-GUPTILL PUBLICATIONS"	"January 1982"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"12-04-2003"	"09-16-2014"	"04-03-2014"	""	""	"Unknown"
"0823041921"	"2800823041925"	"Portrait Painting In Watercolor"	"Reid, Charles"	"WATSON-GUPTILL PUBLICATIONS"	"October 1989"	"Oversized Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$30.00"	"$0.00"	"$0.00"	"$0.00"	"05-23-2000"	"09-20-2014"	"09-14-2014"	""	""	"Unknown"
"0823047946"	"2800823047941"	"Sharp Focus Watercolor Painting: Techniques for Hot-Pressed Surfaces"	"Shook, George"	"WATSON-GUPTILL PUBLICATIONS"	"July 1981"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"2"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"01-03-2004"	"08-18-2014"	"10-15-2012"	""	""	"Unknown"
"0823047954"	"2800823047958"	"Sharp Focus Watercolor Painting"	"Shook, George"	"WATSON-GUPTILL PUBLICATIONS"	"January 1993"	"PaperBack"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"11-26-2002"	"08-04-2014"	"04-02-2011"	""	""	"Unknown"
"0823056384"	"2800823056387"	"Watercolor: A New Beginning: A Holistic Approach to Painting"	"Lindsay, Ann K."	"WATSON-GUPTILL PUBLICATIONS"	"May 1998"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$30.00"	"$0.25"	"$0.00"	"$0.00"	"10-22-1998"	"12-20-2013"	"11-22-2011"	""	""	"Unknown"
"0823056457"	"2800823056455"	"Color Transfer: Achieving Impressionistic Effects with Watercolor Markers and Inks"	"Senter, Bill"	"WATSON-GUPTILL PUBLICATIONS"	"October 1990"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$6.00"	"$0.00"	"$0.00"	"$0.00"	"10-12-2009"	"04-29-2014"	"10-16-2009"	""	""	"Unknown"
"082305649X"	"2800823056493"	"Everything You Ever Wanted to Know About Watercolor"	"Appellof, Marian E."	"WATSON-GUPTILL PUBLICATIONS"	"May 1992"	"Oversized Paper Back"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"11-06-2004"	"09-16-2014"	"10-17-2014"	""	""	"Unknown"
"0823056546"	"2800823056547"	"Watercolor Bold and Free: 64 Experimental Ideas and Techniques in Watercolor"	"Goldsmith, Lawrence"	"WATSON-GUPTILL PUBLICATIONS"	"January 1980"	"Oversized Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"07-12-1998"	"07-10-2014"	"04-25-2014"	""	""	"Unknown"
"0823056562"	"2800823056561"	"Watercolor and How: Getting Started In Watercolor"	"Scholes, Graham"	"WATSON-GUPTILL PUBLICATIONS"	"April 1989"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$12.50"	"$0.25"	"$0.00"	"$0.00"	"09-22-1998"	"12-09-2013"	"12-17-2009"	""	""	"Unknown"
"0823056694"	"2800823056691"	"Watercolor Painting Techniques"	"Lewis, David"	"Watson-Guptill Publications"	"September 1983"	"PaperBack"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$7.50"	"$0.25"	"$0.00"	"$0.00"	"09-23-2004"	"01-02-2014"	"04-11-2014"	""	""	"Unknown"
"0823056880"	"2800823056882"	"Watercolor Right from the Start: Progressive Lessons In Seeing and Painting"	"Page, Hilary"	"WATSON-GUPTILL PUBLICATIONS"	"October 1992"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"2"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"04-06-1999"	"09-07-2014"	"03-21-2014"	""	""	"Unknown"
"0823056902"	"2800823056905"	"Watercolorists At Work"	"Meyer, Susan E.; Norman Kent"	"WATSON-GUPTILL PUBLICATIONS"	"January 1972"	"Oversized Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"07-22-2007"	"04-26-2014"	"07-13-2014"	""	""	"Unknown"
"0823057062"	"2800823057063"	"Watercolor: Simple, Fast, and Focused: Essential Concepts for Mastering the Medium"	"Stabin, Mel"	"WATSON-GUPTILL PUBLICATIONS"	"December 1999"	"PaperBack"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$22.50"	"$0.00"	"$0.00"	"$0.00"	"09-23-2004"	"11-03-2014"	"05-14-2014"	""	""	"Unknown"
"0823057089"	"2800823057087"	"How to Make a Watercolor Paint Itself: Experimental Techniques for Achieving Realistic Effects"	"Engle, Nita"	"WATSON-GUPTILL PUBLICATIONS"	"April 1999"	"Oversized Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"2"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"07-23-1999"	"09-16-2014"	"10-31-2014"	""	""	"Unknown"
"0823059804"	"2800823059807"	"Zoltan Szabo Paints Landscapes"	"Szabo, Zoltan"	"WATSON-GUPTILL PUBLICATIONS"	"January 1977"	"Oversized Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"05-31-2004"	"11-03-2014"	"05-03-2010"	""	""	"Unknown"
"0823099105"	"2800823099100"	"Wonderful World of Watercolor: Learning and Loving Transparent Watercolor"	"Baumgartner, Mary"	"WATSON-GUPTILL PUBLICATIONS"	"September 2008"	"PaperBack"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$12.00"	"$0.25"	"$0.00"	"$0.00"	"07-25-2008"	"08-22-2013"	"11-29-2011"	""	""	"Unknown"
"0870113690"	"2800870113699"	"Sumi-E: Just for You"	"Hirayama, Hakuho"	"Kodansha America Inc."	"January 1981"	"Oversized Paper Back"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"2"	"$12.50"	"$0.00"	"$0.00"	"$0.00"	"09-09-2007"	"08-14-2014"	"07-17-2014"	""	""	"Unknown"
"0881925098"	"2800881925090"	"Painting Flowers in Watercolour: A Naturalistic Approach"	"Guest, Coral G."	"Timber Press, Incorporated"	"August 2001"	"PaperBack"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$40.00"	"$0.00"	"$0.00"	"$0.00"	"01-09-2010"	"09-16-2014"	"09-12-2014"	""	""	"Unknown"
"0883653281"	"2800883653281"	"Painting with Watercolor"	"Cooper, Mario"	"Galahad Books"	"January 1975"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"2"	"$9.00"	"$0.00"	"$0.00"	"$0.00"	"11-05-2006"	"04-26-2014"	"08-09-2013"	""	""	"Unknown"
"0891340416"	"2800891340418"	"Croney on Watercolor"	"Croney, Claude"	"Writers Digest Books"	"February 1982"	"Oversized Paper Back"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"2"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"07-26-2010"	"04-25-2014"	"11-15-2013"	""	""	"Unknown"
"0891340661"	"2800891340661"	"Watercolor: The Creative Experience"	"Nechis, Barbara"	"North Light Publishers"	"February 1984"	"PaperBack"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$10.00"	"$0.25"	"$0.00"	"$0.00"	"10-04-2009"	"12-03-2013"	"04-19-2013"	""	""	"Unknown"
"0891342915"	"2800891342917"	"Painting Watercolor Portraits That Glow"	"Kunz, Jan"	"North Light Books"	"June 1989"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$9.00"	"$0.00"	"$0.00"	"$0.00"	"08-23-2006"	"10-07-2014"	"05-05-2013"	""	""	"Unknown"
"0891343156"	"2800891343150"	"The Complete Watercolor Book"	"Blake, Wendon"	"North Light Books"	"October 1989"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"02-11-2006"	"05-21-2014"	"09-28-2014"	""	""	"Unknown"
"0891343873"	"2800891343877"	"Basic Watercolor Techniques (Art instruction)"	"Albert, Greg"	"North Light Books"	"August 1991"	"PaperBack"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"07-15-2004"	"09-16-2014"	"05-23-2014"	""	""	"Unknown"
"0891343970"	"2800891343976"	"The Watercolor Painter's Solution Book"	"Gair, Angela"	"North Light Books"	"1992"	"PaperBack"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$6.00"	"$0.00"	"$0.00"	"$0.00"	"07-30-2006"	"09-16-2014"	"05-22-2014"	""	""	"Unknown"
"0891344098"	"2800891344096"	"The Wilcox Guide to the Best Watercolor Paints"	"Wilcox, Michael"	"North Light Books"	"September 1991"	"Oversized Paper Back"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"2"	"$12.50"	"$0.00"	"$0.00"	"$0.00"	"02-09-2010"	"09-07-2014"	"04-09-2014"	""	""	"Unknown"
"0891344179"	"2800891344171"	"Creating Textures in Watercolor: A Guide to Painting 83 Textures from Grass to Glass to Tree Bark to Fur"	"Johnson, Cathy"	"North Light Books"	"January 1999"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$12.50"	"$0.00"	"$0.00"	"$0.00"	"05-28-1999"	"10-30-2014"	"08-01-2014"	""	""	"Unknown"
"0891345167"	"2800891345161"	"Watercolor Techniques"	"Szabo, Zoltan"	"North Light Books"	"February 1994"	"PaperBack"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$9.00"	"$0.00"	"$0.00"	"$0.00"	"03-24-2004"	"09-16-2014"	"10-11-2014"	""	""	"Unknown"
"0891345779"	"2800891345772"	"Painting Light and Shadow in Watercolor"	"Lawrence, William B."	"North Light Books"	"March 1995"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"2"	"$35.00"	"$0.00"	"$0.00"	"$0.00"	"01-14-2005"	"11-04-2014"	"11-06-2011"	""	""	"Unknown"
"0891345957"	"2800891345956"	"Creating Textures in Pen & Ink With Watercolor"	"Nice, Claudia"	"North Light Books"	"September 1995"	"Oversized Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"03-29-2000"	"11-15-2014"	"11-02-2014"	""	""	"Unknown"
"0891346597"	"2800891346595"	"Painting Realistic Watercolor Textures"	"Rocco, Michael P."	"North Light Books"	"March 1996"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"2"	"$12.50"	"$0.00"	"$0.00"	"$0.00"	"09-18-2008"	"09-07-2014"	"02-17-2010"	""	""	"Unknown"
"089134697X"	"2800891346977"	"Watercolor: You Can Do It!"	"Couch, Tony"	"North Light Books"	"March 1996"	"Oversized Paper Back"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"02-13-2008"	"09-16-2014"	"12-30-2009"	""	""	"Unknown"
"0891347720"	"2800891347721"	"Zoltan Szabo's Color-By-Color Guide to Watercolor"	"Szabo, Zoltan"	"North Light Books"	"February 1998"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"03-15-1999"	"09-16-2014"	"03-21-2013"	""	""	"Unknown"
"0891347801"	"2800891347806"	"The North Light Illustrated Book of Watercolor Techniques"	"Topham, Mark"	"North Light Books"	"March 1997"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$17.50"	"$0.00"	"$0.00"	"$0.00"	"11-21-2004"	"09-16-2014"	"10-12-2013"	""	""	"Unknown"
"0891348921"	"2800891348926"	"Texture Techniques for Winning Watercolors"	"Hendershot, Ray"	"F & W Pubns"	"September 1999"	"Oversized Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$17.00"	"$0.00"	"$0.00"	"$0.00"	"01-12-2008"	"11-03-2014"	"08-25-2009"	""	""	"Unknown"
"0891349464"	"2800891349466"	"The Watercolorist's Essential Notebook"	"Mackenzie, Gordon"	"F & W Pubns"	"March 2000"	"Oversized Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"02-07-2000"	"09-19-2014"	"08-30-2014"	""	""	"Unknown"
"0895776537"	"2800895776534"	"Watercolor: The Complete Course (Reader's Digest)"	"Smith, Stan"	"Readers Digest"	"February 2000"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"12-28-1998"	"10-03-2014"	"10-31-2011"	""	""	"Unknown"
"0895776545"	"2800895776541"	"The Art of Watercolor: A Guide to the Skills and Techniques"	"Smith, Ray Campbell"	"Readers Digest"	"June 1995"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"2"	"$9.00"	"$0.00"	"$0.00"	"$0.00"	"12-08-1999"	"06-20-2014"	"05-02-2014"	""	""	"Unknown"
"092926102X"	"2800929261029"	"Watercolor"	"Light, Duane R."	"WALTER FOSTER PUBLISHINC INC"	"January 1984"	"PaperBack"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"2"	"$5.00"	"$0.00"	"$0.00"	"$0.00"	"01-01-2008"	"09-16-2014"	"05-24-2014"	""	""	"Unknown"
"1435111656"	"2801435111655"	"Painting Chinese Watercolors: Combine Classic Chinese Painting Priciples with Western Watercolor Technique"	"Zhen, Lian Quan"	"METRO BOOKS"	"January 2009"	"Oversized Paper Back"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$17.50"	"$0.25"	"$0.00"	"$0.00"	"01-10-2010"	"11-15-2013"	"11-21-2013"	""	""	"Unknown"
"1581801785"	"2801581801783"	"Painting Watercolor Florals That Glow"	"Kunz, Jan"	"NORTH LIGHT BOOKS"	"February 2001"	"PaperBack"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$11.00"	"$0.00"	"$0.00"	"$0.00"	"08-24-2005"	"09-09-2014"	"03-01-2010"	""	""	"Unknown"
"1581805152"	"2801581805156"	"Paint Luxurious Textures In Watercolor"	"Sheffer, Jennifer"	"NORTH LIGHT BOOKS"	"April 2005"	"Oversized Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"10-13-2005"	"11-01-2014"	"01-01-0001"	""	""	"Unknown"
"1581806337"	"2801581806337"	"Watercolorists Answer Book"	"Rath, Gina"	"NORTH LIGHT BOOKS"	"March 2005"	"PaperBack"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$12.50"	"$0.00"	"$0.00"	"$0.00"	"01-26-2005"	"09-16-2014"	"04-14-2010"	""	""	"Unknown"
"1581807953"	"2801581807952"	"Master Disaster: Five Ways to Rescue Desperate Watercolors"	"Webb Tregay, Susan"	"NORTH LIGHT BOOKS"	"March 2007"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"04-21-2007"	"09-16-2014"	"10-10-2013"	""	""	"Unknown"
"1600610285"	"2801600610280"	"Exploring Textures In Watercolor: A Hands-on Approach"	"Moon, Joye"	"NORTH LIGHT"	"November 2008"	"Oversized Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"12-09-2008"	"11-03-2014"	"12-11-2013"	""	""	"Unknown"
"1854221892"	"2801854221898"	"Starting In Watercolour"	"Bartlett, Charles"	"MAGNA BOOKS"	"April 1993"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$6.00"	"$0.00"	"$0.00"	"$0.00"	"05-12-2007"	"09-22-2014"	"06-01-2010"	""	""	"Unknown"
"1906388040"	"2801906388043"	"Design and Colour In Watercolour for Painting, Illustration and Fabric Design"	"Scragg, Michelle"	"BATSFORD"	"August 2009"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$17.00"	"$0.00"	"$0.00"	"$0.00"	"02-22-2009"	"04-30-2014"	"07-06-2009"	""	""	"Unknown"
"1399950894"	"2841399950891"	"Fundamentals of Watercolor Painting"	"Richmond, Leonard"	"WATSON-GUPTILL PUBLICATIONS"	"1970"	"Hardcover"	"Used - Good"	"ART-TECHNIQUE WATERCOLOR"	" "	"Unknown"	"1"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"10-22-2006"	"09-20-2014"	"12-26-2013"	""	""	"Unknown"
